0.3,0.0
2.3,0.0
4.3,0.16970057
6.3,3.74880705
8.3,1.27593978
10.3,1.27112807
12.3,1.29952625
14.3,1.3524059
16.3,1.38133837
18.3,1.31976504
20.3,1.1840908
22.3,1.14562365
24.3,1.0
26.3,1.0
28.3,1.0
